"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_CI","GCTA_rr_main","S1_jack.EigenPrism_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8.00000000000001,0,0,0,4.78780446071568,13.4686599324911,13.6987134297205,3.89495714106746,5.87089702906087,31.710372829031,4.99562671424388,115.772587497302,"normal","I",1000,100,0.5,0,0,0,FALSE,FALSE,1,"leave-1",100,0.5,1e+05,46
