"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_main","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","S1_bs","S1_v_bs.sub_h_EigenPrism_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","alpha","combine","d","bs","n_sub","rho_e","emp_n","i"
7.99999999999999,0,0,0,0.345531963070373,0.0368246295982763,0.654239296542471,-0.115489804174444,0.501924862769751,0.351592796580207,0.0212008968292153,"normal","I",500,250,0.5,0,0,0,FALSE,0.05,FALSE,0,"para-bs",1000,0.1,1e+05,361
